Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
negative regulation of cytokine production (GO:0001818),2/182,0.542687986,0.607183407,0,0,1.106655386,0.676410719,TMSB4X;THBS1
positive regulation of programmed cell death (GO:0043068),3/286,0.543785642,0.608012292,0,0,1.055635682,0.643093416,BNIP3;CLU;DUSP6
regulation of ion transport (GO:0043269),1/79,0.546852407,0.610240014,0,0,1.277065527,0.770806531,NEDD4
positive regulation of proteasomal ubiquitin-dependent protein catabolic process (GO:0032436),1/79,0.546852407,0.610240014,0,0,1.277065527,0.770806531,CLU
positive regulation of ubiquitin-dependent protein catabolic process (GO:2000060),1/79,0.546852407,0.610240014,0,0,1.277065527,0.770806531,CLU
regulation of organelle organization (GO:0033043),1/80,0.551379094,0.61288322,0,0,1.26083621,0.75061702,CAPN2
regulation of protein localization to plasma membrane (GO:1903076),1/80,0.551379094,0.61288322,0,0,1.26083621,0.75061702,ACTB
response to interferon-gamma (GO:0034341),1/80,0.551379094,0.61288322,0,0,1.26083621,0.75061702,GBP2
lipid biosynthetic process (GO:0008610),1/80,0.551379094,0.61288322,0,0,1.26083621,0.75061702,PLA2G1B
negative regulation of cell cycle (GO:0045786),1/80,0.551379094,0.61288322,0,0,1.26083621,0.75061702,IPO5
negative regulation of extrinsic apoptotic signaling pathway (GO:2001237),1/80,0.551379094,0.61288322,0,0,1.26083621,0.75061702,THBS1
regulation of mitotic cell cycle phase transition (GO:1901990),2/188,0.560268594,0.621580516,0,0,1.070629332,0.620257303,TUBA1A;ID2
regulation of G protein-coupled receptor signaling pathway (GO:0008277),1/82,0.56029793,0.621580516,0,0,1.229579748,0.712279095,CALM1
positive regulation of cytoskeleton organization (GO:0051495),1/82,0.56029793,0.621580516,0,0,1.229579748,0.712279095,CDC42
regulation of GTPase activity (GO:0043087),2/189,0.563151701,0.624339947,0,0,1.064849752,0.611443368,AFDN;S100A10
regulation of interleukin-1 beta production (GO:0032651),1/83,0.564690965,0.624826886,0,0,1.214523282,0.694071712,FOXP1
regulation of osteoblast differentiation (GO:0045667),1/83,0.564690965,0.624826886,0,0,1.214523282,0.694071712,NOCT
long-chain fatty acid metabolic process (GO:0001676),1/83,0.564690965,0.624826886,0,0,1.214523282,0.694071712,ACSL4
regulation of cell cycle (GO:0051726),3/296,0.567097232,0.627082208,0,0,1.019084767,0.578049853,ID2;PCLAF;THBS1
negative regulation of Wnt signaling pathway (GO:0030178),2/191,0.568877437,0.628008237,0,0,1.053474069,0.594254471,CTNND1;GLI3
lymphocyte differentiation (GO:0030098),1/84,0.569040327,0.628008237,0,0,1.199829622,0.676468708,KLF6
nuclear export (GO:0051168),1/84,0.569040327,0.628008237,0,0,1.199829622,0.676468708,POM121
B cell activation (GO:0042113),1/85,0.573346449,0.630363005,0,0,1.18548581,0.659444408,KLF6
regulation of cell cycle G2/M phase transition (GO:1902749),1/85,0.573346449,0.630363005,0,0,1.18548581,0.659444408,TUBA1A
G1/S transition of mitotic cell cycle (GO:0000082),1/85,0.573346449,0.630363005,0,0,1.18548581,0.659444408,CUL4B
"Wnt signaling pathway, planar cell polarity pathway (GO:0060071)",1/85,0.573346449,0.630363005,0,0,1.18548581,0.659444408,CDC42
negative regulation of defense response (GO:0031348),1/85,0.573346449,0.630363005,0,0,1.18548581,0.659444408,ENPP3
transmembrane receptor protein tyrosine kinase signaling pathway (GO:0007169),4/404,0.573393579,0.630363005,0,0,0.994923077,0.553359227,CDC42;SPRED1;ESRP1;ACTB
regulation of neuron death (GO:1901214),1/86,0.577609759,0.632956289,0,0,1.171479501,0.642974486,CLU
regulation of Ras protein signal transduction (GO:0046578),1/86,0.577609759,0.632956289,0,0,1.171479501,0.642974486,SPRY4
response to interleukin-1 (GO:0070555),1/86,0.577609759,0.632956289,0,0,1.171479501,0.642974486,GBP2
negative regulation of phosphorylation (GO:0042326),1/86,0.577609759,0.632956289,0,0,1.171479501,0.642974486,IMPACT
positive regulation of proteasomal protein catabolic process (GO:1901800),1/86,0.577609759,0.632956289,0,0,1.171479501,0.642974486,CLU
regulation of transcription from RNA polymerase II promoter in response to stress (GO:0043618),1/87,0.581830679,0.637171901,0,0,1.157798919,0.627035879,IMPACT
regulation of establishment of planar polarity (GO:0090175),1/88,0.58600963,0.639283233,0,0,1.144432834,0.611606715,CDC42
"retrograde transport, endosome to Golgi (GO:0042147)",1/88,0.58600963,0.639283233,0,0,1.144432834,0.611606715,RHOBTB3
sensory perception of mechanical stimulus (GO:0050954),1/88,0.58600963,0.639283233,0,0,1.144432834,0.611606715,LRP2
metal ion transport (GO:0030001),1/88,0.58600963,0.639283233,0,0,1.144432834,0.611606715,LRP2
negative regulation of binding (GO:0051100),1/88,0.58600963,0.639283233,0,0,1.144432834,0.611606715,ACTB
positive regulation of neuron projection development (GO:0010976),1/88,0.58600963,0.639283233,0,0,1.144432834,0.611606715,STMN2
chemical synaptic transmission (GO:0007268),3/306,0.589671176,0.641742522,0,0,0.984946454,0.52023909,PMP22;SLC1A3;CALM1
regulation of cation channel activity (GO:2001257),1/89,0.590147026,0.641742522,0,0,1.131370523,0.596666233,CALM1
collagen fibril organization (GO:0030199),1/89,0.590147026,0.641742522,0,0,1.131370523,0.596666233,COL18A1
regulation of type I interferon production (GO:0032479),1/89,0.590147026,0.641742522,0,0,1.131370523,0.596666233,LRRFIP1
SCF-dependent proteasomal ubiquitin-dependent protein catabolic process (GO:0031146),1/89,0.590147026,0.641742522,0,0,1.131370523,0.596666233,CUL4B
regulation of macromolecule metabolic process (GO:0060255),2/200,0.593972556,0.644551589,0,0,1.005127416,0.523593147,PEG3;FOXP1
"regulation of mRNA splicing, via spliceosome (GO:0048024)",1/90,0.594243279,0.644551589,0,0,1.118601748,0.582194718,PRDX6
positive regulation of binding (GO:0051099),1/90,0.594243279,0.644551589,0,0,1.118601748,0.582194718,PLAUR
protein complex oligomerization (GO:0051259),1/90,0.594243279,0.644551589,0,0,1.118601748,0.582194718,G3BP2
modification-dependent protein catabolic process (GO:0019941),2/201,0.596692974,0.646796964,0,0,1.000025508,0.516365751,NEDD4;RLIM
sensory perception of sound (GO:0007605),1/91,0.598298795,0.647507084,0,0,1.106116723,0.568173438,LRP2
toll-like receptor signaling pathway (GO:0002224),1/91,0.598298795,0.647507084,0,0,1.106116723,0.568173438,HSP90B1
positive regulation of apoptotic process (GO:0043065),3/310,0.598488062,0.647507084,0,0,0.971913847,0.498930711,BNIP3;CLU;DUSP6
generation of neurons (GO:0048699),2/202,0.59939979,0.648082007,0,0,0.994974619,0.509254351,MAP1B;ACSL4
protein ubiquitination (GO:0016567),5/525,0.601589251,0.649173321,0,0,0.955640365,0.485637679,NEDD4;ENC1;MKRN1;RLIM;CUL4B
regulation of lipid metabolic process (GO:0019216),1/92,0.602313979,0.649173321,0,0,1.093906094,0.554584585,ID2
negative regulation of mitotic cell cycle phase transition (GO:1901991),1/92,0.602313979,0.649173321,0,0,1.093906094,0.554584585,FHL1
positive regulation of cellular component biogenesis (GO:0044089),1/92,0.602313979,0.649173321,0,0,1.093906094,0.554584585,CLU
positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway (GO:0090100),1/92,0.602313979,0.649173321,0,0,1.093906094,0.554584585,THBS1
regulation of epithelial cell proliferation (GO:0050678),1/93,0.606289228,0.65222023,0,0,1.081960913,0.541411221,LAMB1
visual perception (GO:0007601),1/93,0.606289228,0.65222023,0,0,1.081960913,0.541411221,COL18A1
positive regulation of peptidyl-serine phosphorylation (GO:0033138),1/93,0.606289228,0.65222023,0,0,1.081960913,0.541411221,BRAF
protein polyubiquitination (GO:0000209),3/314,0.607181279,0.652356179,0,0,0.959216484,0.478579851,NEDD4;MKRN1;RLIM
cilium assembly (GO:0060271),3/314,0.607181279,0.652356179,0,0,0.959216484,0.478579851,TUBA1A;FLNA;PARVA
nucleosome organization (GO:0034728),1/94,0.610224939,0.655213167,0,0,1.070272619,0.528637226,ARID2
ciliary basal body-plasma membrane docking (GO:0097711),1/95,0.614121501,0.658567048,0,0,1.058833011,0.516247254,TUBA1A
sensory perception of light stimulus (GO:0050953),1/95,0.614121501,0.658567048,0,0,1.058833011,0.516247254,COL18A1
mitotic cell cycle phase transition (GO:0044772),2/209,0.617966827,0.661455235,0,0,0.960984821,0.462541695,TUBA1A;CUL4B
cellular transition metal ion homeostasis (GO:0046916),1/96,0.617979304,0.661455235,0,0,1.047634237,0.504226683,SLC40A1
regulation of vesicle-mediated transport (GO:0060627),1/96,0.617979304,0.661455235,0,0,1.047634237,0.504226683,INPP5F
regulation of transcription by RNA polymerase II (GO:0006357),21/2206,0.619190571,0.662335676,0,0,0.951163448,0.455932766,BEX1;CBX5;PEG3;PLA2G1B;DNMT3A;JMJD1C;ENO1;UTF1;GLI3;FOXP1;IMPACT;KLF6;NR6A1;EPCAM;ID2;DNMT3B;BBX;HDGF;LRRFIP1;SKIL;SSBP3
protein maturation (GO:0051604),1/97,0.621798731,0.663459635,0,0,1.036668771,0.49256158,F3
regulation of MAP kinase activity (GO:0043405),1/97,0.621798731,0.663459635,0,0,1.036668771,0.49256158,SPRY4
glycosaminoglycan biosynthetic process (GO:0006024),1/97,0.621798731,0.663459635,0,0,1.036668771,0.49256158,GPC3
positive regulation of cold-induced thermogenesis (GO:0120162),1/97,0.621798731,0.663459635,0,0,1.036668771,0.49256158,GJA1
antigen processing and presentation of exogenous peptide antigen via MHC class II (GO:0019886),1/98,0.62558016,0.666392344,0,0,1.025929397,0.481238656,AP1M2
regulation of peptidyl-serine phosphorylation (GO:0033135),1/98,0.62558016,0.666392344,0,0,1.025929397,0.481238656,BRAF
negative regulation of inflammatory response (GO:0050728),2/212,0.625720511,0.666392344,0,0,0.947111433,0.444054593,MYH9;ENPP3
mRNA-containing ribonucleoprotein complex export from nucleus (GO:0071427),1/99,0.629323969,0.669811395,0,0,1.015409194,0.470245238,POM121
positive regulation of protein modification process (GO:0031401),2/214,0.630821954,0.670986648,0,0,0.938080644,0.432203416,PLAUR;CALM1
antigen processing and presentation of peptide antigen via MHC class II (GO:0002495),1/100,0.63303053,0.672496274,0,0,1.00510152,0.459569229,AP1M2
cell-matrix adhesion (GO:0007160),1/100,0.63303053,0.672496274,0,0,1.00510152,0.459569229,ZYX
regulation of intracellular signal transduction (GO:1902531),4/437,0.635265916,0.674450543,0,0,0.917534198,0.416295911,CDC42;SPRED1;TMSB4X;ARHGAP29
cellular response to chemical stress (GO:0062197),1/101,0.636700212,0.675132023,0,0,0.995,0.449199077,PRDX6
positive regulation of cell cycle process (GO:0090068),1/101,0.636700212,0.675132023,0,0,0.995,0.449199077,CDC42
regulation of proteasomal ubiquitin-dependent protein catabolic process (GO:0032434),1/102,0.640333379,0.678140508,0,0,0.98509851,0.439123751,CLU
positive regulation of cell growth (GO:0030307),1/102,0.640333379,0.678140508,0,0,0.98509851,0.439123751,CDC42
protein targeting to ER (GO:0045047),1/103,0.643930394,0.681103284,0,0,0.975391167,0.429332705,EDEM1
antigen processing and presentation of exogenous peptide antigen (GO:0002478),1/103,0.643930394,0.681103284,0,0,0.975391167,0.429332705,AP1M2
steroid metabolic process (GO:0008202),1/104,0.647491613,0.684020898,0,0,0.965872315,0.419815859,LRP2
mRNA transport (GO:0051028),1/104,0.647491613,0.684020898,0,0,0.965872315,0.419815859,POM121
activation of GTPase activity (GO:0090630),1/105,0.651017393,0.686893893,0,0,0.956536519,0.410563572,ARHGAP29
nucleotide-excision repair (GO:0006289),1/105,0.651017393,0.686893893,0,0,0.956536519,0.410563572,CUL4B
protein processing (GO:0016485),1/106,0.654508082,0.687596654,0,0,0.947378547,0.401566619,F3
chromosome organization (GO:0051276),1/106,0.654508082,0.687596654,0,0,0.947378547,0.401566619,CUL4B
regulation of phosphatidylinositol 3-kinase signaling (GO:0014066),1/106,0.654508082,0.687596654,0,0,0.947378547,0.401566619,NEDD4
RNA export from nucleus (GO:0006405),1/106,0.654508082,0.687596654,0,0,0.947378547,0.401566619,POM121
small GTPase mediated signal transduction (GO:0007264),1/106,0.654508082,0.687596654,0,0,0.947378547,0.401566619,G3BP2
peptidyl-lysine modification (GO:0018205),1/106,0.654508082,0.687596654,0,0,0.947378547,0.401566619,POM121
positive regulation of protein serine/threonine kinase activity (GO:0071902),1/106,0.654508082,0.687596654,0,0,0.947378547,0.401566619,CALM1
mRNA export from nucleus (GO:0006406),1/107,0.65796403,0.690801422,0,0,0.938393368,0.392816169,POM121
cilium organization (GO:0044782),2/228,0.665027815,0.697787806,0,0,0.879340551,0.358706236,FLNA;PARVA
response to tumor necrosis factor (GO:0034612),1/110,0.668126845,0.700608088,0,0,0.912427023,0.367961048,GBP2
Fc-epsilon receptor signaling pathway (GO:0038095),1/111,0.671447231,0.70295877,0,0,0.904086318,0.360115526,CALM1
regulation of Wnt signaling pathway (GO:0030111),1/111,0.671447231,0.70295877,0,0,0.904086318,0.360115526,GPC3
apoptotic process (GO:0006915),2/231,0.672018684,0.70295877,0,0,0.867687806,0.344879123,FEM1B;BNIP3
regulation of autophagy (GO:0010506),2/231,0.672018684,0.70295877,0,0,0.867687806,0.344879123,NEDD4;BNIP3
protein-containing complex subunit organization (GO:0043933),1/112,0.674734563,0.704934209,0,0,0.895895896,0.352477613,SLC2A1
Fc receptor signaling pathway (GO:0038093),1/112,0.674734563,0.704934209,0,0,0.895895896,0.352477613,CALM1
positive regulation of metabolic process (GO:0009893),1/113,0.677989166,0.707900453,0,0,0.887851732,0.345040465,GJA1
positive regulation of transcription by RNA polymerase II (GO:0045944),8/908,0.686821145,0.716138116,0,0,0.879627691,0.330459729,KLF6;BEX1;PEG3;EPCAM;PLA2G1B;UTF1;SSBP3;GLI3
ubiquitin-dependent protein catabolic process (GO:0006511),3/354,0.687133284,0.716138116,0,0,0.848159777,0.318252446,FEM1B;NEDD4;RLIM
cytosolic transport (GO:0016482),1/116,0.687559834,0.716138116,0,0,0.86455863,0.323869214,RHOBTB3
ion transport (GO:0006811),1/116,0.687559834,0.716138116,0,0,0.86455863,0.323869214,SLC1A3
positive regulation of cell projection organization (GO:0031346),1/117,0.690686736,0.718955528,0,0,0.857061999,0.317171997,STMN2
adenylate cyclase-activating G protein-coupled receptor signaling pathway (GO:0007189),1/118,0.6937825,0.721296754,0,0,0.849693516,0.310645204,ADGRL2
regulation of protein binding (GO:0043393),1/118,0.6937825,0.721296754,0,0,0.849693516,0.310645204,ACTB
membrane organization (GO:0061024),2/242,0.696648444,0.723834724,0,0,0.827453469,0.29910323,LRP2;ACTB
cellular response to interferon-gamma (GO:0071346),1/121,0.702886029,0.729870684,0,0,0.828324916,0.292034664,GBP2
regulation of mRNA catabolic process (GO:0061013),1/122,0.705860293,0.732066914,0,0,0.821437516,0.286137857,YWHAZ
potassium ion transport (GO:0006813),1/122,0.705860293,0.732066914,0,0,0.821437516,0.286137857,SLC1A3
positive regulation of protein phosphorylation (GO:0001934),3/371,0.717233864,0.74298927,0,0,0.808271406,0.268631686,PLAUR;BRAF;CALM1
phosphatidylinositol biosynthetic process (GO:0006661),1/126,0.717464012,0.74298927,0,0,0.794989899,0.263962476,INPP5F
positive regulation of signal transduction (GO:0009967),2/252,0.717699729,0.74298927,0,0,0.793949239,0.26335614,FLNA;F3
positive regulation of phosphorylation (GO:0042327),2/253,0.719736226,0.74464513,0,0,0.790745647,0.260052906,PLAUR;THBS1
positive regulation of macromolecule biosynthetic process (GO:0010557),1/129,0.725866857,0.750532236,0,0,0.776238952,0.248698168,THBS1
G2/M transition of mitotic cell cycle (GO:0000086),1/130,0.728612175,0.752001906,0,0,0.770182445,0.243850302,TUBA1A
positive regulation of canonical Wnt signaling pathway (GO:0090263),1/130,0.728612175,0.752001906,0,0,0.770182445,0.243850302,GPC3
protein glycosylation (GO:0006486),1/130,0.728612175,0.752001906,0,0,0.770182445,0.243850302,GFPT2
cell cycle G2/M phase transition (GO:0044839),1/131,0.731330136,0.754350213,0,0,0.764219114,0.239116747,TUBA1A
regulation of cell adhesion (GO:0030155),1/133,0.736685071,0.758954874,0,0,0.752563514,0.229979489,TPM1
RNA metabolic process (GO:0016070),1/133,0.736685071,0.758954874,0,0,0.752563514,0.229979489,RBMS1
negative regulation of inflammatory response to antigenic stimulus (GO:0002862),1/136,0.744518995,0.766562155,0,0,0.735727647,0.2170521,MYH9
regulation of protein phosphorylation (GO:0001932),2/266,0.745105609,0.766702873,0,0,0.751307491,0.221056688,IMPACT;PLAUR
"positive regulation of transcription, DNA-templated (GO:0045893)",10/1183,0.746098522,0.767261244,0,0,0.840245921,0.246106031,ACTA2;KLF6;BEX1;PEG3;EPCAM;PLA2G1B;ID2;UTF1;SSBP3;GLI3
protein-containing complex assembly (GO:0065003),2/267,0.746973638,0.767342753,0,0,0.748434058,0.218337214,AFDN;SLC2A1
regulation of inflammatory response to antigenic stimulus (GO:0002861),1/137,0.74707842,0.767342753,0,0,0.730280749,0.212938999,MYH9
positive regulation of nucleic acid-templated transcription (GO:1903508),4/511,0.751687971,0.770663955,0,0,0.780620037,0.222815479,ACTA2;KLF6;ID2;GLI3
regulation of cellular component organization (GO:0051128),1/139,0.752120984,0.770663955,0,0,0.719623774,0.20499065,NEDD4
positive regulation of response to external stimulus (GO:0032103),1/139,0.752120984,0.770663955,0,0,0.719623774,0.20499065,THBS1
potassium ion transmembrane transport (GO:0071805),1/139,0.752120984,0.770663955,0,0,0.719623774,0.20499065,SLC1A3
enzyme linked receptor protein signaling pathway (GO:0007167),1/140,0.754604627,0.772280051,0,0,0.71441029,0.201150318,PTPRF
transcription initiation from RNA polymerase II promoter (GO:0006367),1/140,0.754604627,0.772280051,0,0,0.71441029,0.201150318,NR6A1
positive regulation of cellular catabolic process (GO:0031331),1/141,0.757063508,0.774331463,0,0,0.709271284,0.197395968,BNIP3
chromatin organization (GO:0006325),1/142,0.759497874,0.775192406,0,0,0.704205172,0.193725263,NUDT5
protein localization to organelle (GO:0033365),1/142,0.759497874,0.775192406,0,0,0.704205172,0.193725263,GBP2
inorganic cation transmembrane transport (GO:0098662),2/274,0.759724951,0.775192406,0,0,0.728911615,0.20030405,SLC40A1;SLC1A3
